jan,name,brand,store_group,start_date,end_date,operation
4974375472365,決算セール,シチズン,ALL,2025/4/7,2025/4/13,アンケート回答で店頭価格よりさらに5%OFF,売価30,000円以上の商品が対象
4954628461612,決算セール,セイコー,ALL,2025/4/14,2025/4/20,アンケート回答で店頭価格よりさらに5%OFF,売価30,000円以上の商品が対象
4549526370915,決算セール,カシオ,ALL,2025/4/21,2025/4/30,アンケート回答で店頭価格よりさらに5%OFF,売価30,000円以上の商品が対象
