店舗CD,PLUコード,商品名称,メーカーコード,メーカー名,品番,カラー,サイズ,ターゲットコード,ターゲット,アイテムコード,アイテム,部門コード,部門,中分類コード,中分類,大分類コード,大分類名,属性,規格,原価,売価,2025/3/19 PM5:05時点の最終原価単価,数量,2025/3/19 PM5:05時点の最終原価金額,受託数量,2025/3/19 PM5:05時点の最終原価金額,最終仕入日,初回仕入日,最終売上日
00130,4971850430919,GW-6900-1JF,0000060,ｶｼｵ計算機,GW-6900-1JF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,11660,24200,11660,1,11660,0,0,2025/02/24,2011/09/09,2025/02/23
00130,4971850949350,GW-8900-1JF,0000060,ｶｼｵ計算機,GW-8900-1JF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,13250,27500,13250,1,13250,0,0,2024/10/24,2011/09/24,2024/10/23
00130,4549526207624,GW-B5600BC-1BJF,0000060,ｶｼｵ計算機,GW-B5600BC-1BJF,,WAVE BLE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,15900,33000,14310,1,14310,0,0,2024/06/24,2018/10/10,2024/06/21
00130,4549526306198,GW-M5610U-1BJF,0000060,ｶｼｵ計算機,GW-M5610U-1BJF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,11660,24200,11660,1,11660,0,0,2025/02/25,2021/07/07,2025/02/24
00130,4549526311918,GW-M5610U-1CJF,0000060,ｶｼｵ計算機,GW-M5610U-1CJF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,11660,24200,11660,1,11660,0,0,2024/12/02,2021/10/07,2024/12/01
00130,4549526306211,GW-M5610U-1JF,0000060,ｶｼｵ計算機,GW-M5610U-1JF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,11660,24200,11660,1,11660,0,0,2025/02/10,2021/07/07,2025/02/08
00130,4549526189944,GWX-5700CS-1JF,0000060,ｶｼｵ計算機,GWX-5700CS-1JF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,12720,26400,11660,1,11660,0,0,2024/03/07,2018/05/16,2024/03/06
00130,4549526235078,LA670WFL-3JF,0000060,ｶｼｵ計算機,LA670WFL-3JF,,,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,2120,4400,2120,1,2120,0,0,2023/10/06,2023/02/21,2023/10/05
00130,4549526235092,LA670WFL-9JF,0000060,ｶｼｵ計算機,LA670WFL-9JF,,,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,2120,4400,2120,1,2120,0,0,2023/02/21,2023/02/21,
00130,4971850478744,LA670WGA-1JF,0000060,ｶｼｵ計算機,LA670WGA-1JF,,,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,2491,5170,2491,1,2491,0,0,2023/02/21,2023/02/21,
00130,4549526392511,LOV-24A-7AJR,0000060,ｶｼｵ計算機,LOV-24A-7AJR,,,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,18815,39050,18815,1,18815,0,0,2024/11/20,2024/11/20,
00130,4549526194047,MSG-W200G-1A2JF,0000060,ｶｼｵ計算機,MSG-W200G-1A2JF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,15900,33000,15900,1,15900,0,0,2024/05/01,2018/06/13,2024/04/14
00130,4549526270833,MSG-W300-7AJF,0000060,ｶｼｵ計算機,MSG-W300-7AJF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,15900,33000,16800,1,16800,0,0,2021/06/15,2021/06/15,
00130,4549526299414,MSG-W600G-1AJF,0000060,ｶｼｵ計算機,MSG-W600G-1AJF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,16960,35200,16960,1,16960,0,0,2024/07/24,2021/11/22,2024/06/09
00130,4549526299421,MSG-W600G-7AJF,0000060,ｶｼｵ計算機,MSG-W600G-7AJF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,16960,35200,16960,1,16960,0,0,2024/11/11,2021/11/22,2024/11/09
00130,4549526362972,MSG-W610-7AJF,0000060,ｶｼｵ計算機,MSG-W610-7AJF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,15900,33000,15900,1,15900,0,0,2024/03/01,2024/03/01,
00130,4549526362095,MSG-W610G-1AJF,0000060,ｶｼｵ計算機,MSG-W610G-1AJF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,16960,35200,16960,1,16960,0,0,2024/03/01,2024/03/01,
00130,4549526321597,MTG-B3000BD-1A2JF,0000060,ｶｼｵ計算機,MTG-B3000BD-1A2JF,,WAVE BLE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,76850,159500,66250,1,66250,0,0,2022/08/10,2022/08/10,
00130,4549526355363,MTG-B3000D-1A9JF,0000060,ｶｼｵ計算機,MTG-B3000D-1A9JF,,WAVE BLE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,74200,154000,68900,1,68900,0,0,2024/02/28,2024/02/28,
00130,4549526330339,MTG-B3000D-1AJF,0000060,ｶｼｵ計算機,MTG-B3000D-1AJF,,WAVE BLE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,74200,154000,63600,1,63600,0,0,2022/10/06,2022/10/06,
00130,4549526208331,WVA-M640D-1A3JF,0000060,ｶｼｵ計算機,WVA-M640D-1A3JF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,8320,30800,8320,2,16640,0,0,2023/11/27,2023/11/27,2024/12/07
00130,4971850924241,WVA-M640D-2AJF,0000060,ｶｼｵ計算機,WVA-M640D-2AJF,,WAVE,,,,,0130,低･ｶｼﾞｭｱﾙＷ,0130,低･ｶｼﾞｭｱﾙＷ,0003,時計,,,8320,30800,8320,1,8320,0,0,2023/11/27,2013/09/28,2025/02/20
00130,4549526161438,LCW-M100DE-1AJF,0000060,ｶｼｵ計算機,LCW-M100DE-1AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,10360,0,10360,1,10360,0,0,2024/09/02,2023/03/22,2024/09/01
00130,4549526207860,LCW-M100TSE-1A2JF,0000060,ｶｼｵ計算機,LCW-M100TSE-1A2JF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,15120,37400,15120,1,15120,0,0,2024/05/08,2018/10/10,2024/04/25
00130,4549526207884,LCW-M100TSE-1AJF,0000060,ｶｼｵ計算機,LCW-M100TSE-1AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,15120,37400,15120,1,15120,0,0,2024/01/05,2018/10/10,2023/12/29
00130,4549526207907,LCW-M100TSE-7AJF,0000060,ｶｼｵ計算機,LCW-M100TSE-7AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,15120,37400,15120,1,15120,0,0,2025/02/03,2018/10/10,2025/01/28
00130,4971850989837,LCW-M170TD-1AJF,0000060,ｶｼｵ計算機,LCW-M170TD-1AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,17000,37400,17000,1,17000,0,0,2022/08/19,2014/03/13,2022/08/18
00130,4971850443674,LCW-M300D-1AJF,0000060,ｶｼｵ計算機,LCW-M300D-1AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,13200,29700,13200,1,13200,0,0,2024/03/01,2024/03/01,
00130,4971850038085,LIW-120DEJ-1AJF,0000060,ｶｼｵ計算機,LIW-120DEJ-1AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,10360,22000,10360,1,10360,0,0,2025/02/13,2015/07/18,2025/02/11
00130,4971850920335,LIW-M610D-2AJF,0000060,ｶｼｵ計算機,LIW-M610D-2AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,13500,29700,13500,1,13500,0,0,2024/09/30,2013/08/08,2024/09/29
00130,4549526129186,LIW-M700D-1AJF,0000060,ｶｼｵ計算機,LIW-M700D-1AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,17000,37400,17000,1,17000,0,0,2024/04/01,2016/09/07,2024/03/29
00130,4589911883767,T4NN70BLS,0000517,ﾃｨｰﾂｰｲﾝﾀｰﾅｼｮﾅﾙ,T4NN70BLS,,70TH,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6650,16500,6650,1,6650,0,0,,,
00130,4589911883712,T4NN70GE,0000517,ﾃｨｰﾂｰｲﾝﾀｰﾅｼｮﾅﾙ,T4NN70GE,,70TH,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6650,16500,6650,1,6650,0,0,,,
00130,4589911883743,T4NN70GES,0000517,ﾃｨｰﾂｰｲﾝﾀｰﾅｼｮﾅﾙ,T4NN70GES,,70TH,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6650,16500,6650,1,6650,0,0,2024/11/14,2024/11/14,2024/12/01
00130,4589911883729,T4NN70GR,0000517,ﾃｨｰﾂｰｲﾝﾀｰﾅｼｮﾅﾙ,T4NN70GR,,70TH,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6650,16500,6650,1,6650,0,0,,,
00130,4589911883750,T4NN70GRS,0000517,ﾃｨｰﾂｰｲﾝﾀｰﾅｼｮﾅﾙ,T4NN70GRS,,70TH,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6650,16500,6650,1,6650,0,0,2024/11/14,2024/11/14,2025/02/09
00130,4971850966494,WVA-M630D-1AJF,0000060,ｶｼｵ計算機,WVA-M630D-1AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,5880,22000,5880,2,11760,0,0,2024/10/18,2012/08/31,2023/10/25
00130,4971850966517,WVA-M630D-7AJF,0000060,ｶｼｵ計算機,WVA-M630D-7AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,5880,22000,5880,2,11760,0,0,2023/11/14,2012/08/31,2024/01/01
00130,4971850966524,WVA-M630D-9AJF,0000060,ｶｼｵ計算機,WVA-M630D-9AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6533,22000,6370,2,12740,0,0,2023/11/22,2012/08/31,2023/10/04
00130,4971850077299,WVA-M630TDE-1AJF,0000060,ｶｼｵ計算機,WVA-M630TDE-1AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,10360,33000,9620,1,9620,0,0,2023/12/05,2015/12/10,2024/05/19
00130,4971850924142,WVA-M640-1A2JF,0000060,ｶｼｵ計算機,WVA-M640-1A2JF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6533,9900,6533,1,6533,0,0,2025/01/27,2013/09/26,2025/01/24
00130,4971850924166,WVA-M640-1AJF,0000060,ｶｼｵ計算機,WVA-M640-1AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6533,19800,6533,1,6533,0,0,2025/03/10,2013/09/26,2025/03/09
00130,4549526138140,WVA-M640D-1A2JF,0000060,ｶｼｵ計算機,WVA-M640D-1A2JF,,,,,0000,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6860,15400,6860,1,6860,0,0,2024/01/19,2017/02/28,2024/01/01
00130,4971850027287,WVA-M650-1AJF,0000060,ｶｼｵ計算機,WVA-M650-1AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6860,19800,6860,1,6860,0,0,2022/11/23,2015/08/21,2022/11/22
00130,4549526161605,WVA-M650D-1A2JF,0000060,ｶｼｵ計算機,WVA-M650D-1A2JF,,,,,0000,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,10360,0,10360,1,10360,0,0,2023/11/28,2017/08/02,2023/11/25
00130,4971850958611,WVQ-M410-1AJF,0000060,ｶｼｵ計算機,WVQ-M410-1AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6533,22000,6533,1,6533,0,0,2023/10/03,2012/02/24,2023/10/02
00130,4549526144349,WVQ-M410-2AJF,0000060,ｶｼｵ計算機,WVQ-M410-2AJF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,6860,0,6174,1,6174,0,0,2023/09/20,2017/01/27,2024/05/30
00130,4971850913900,WVQ-M410DE-1A2JF,0000060,ｶｼｵ計算機,WVQ-M410DE-1A2JF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,9866,33000,9866,1,9866,0,0,2021/12/13,2013/06/01,2021/12/11
00130,4549526144363,WVQ-M410DE-1A3JF,0000060,ｶｼｵ計算機,WVQ-M410DE-1A3JF,,,,,0000,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,10360,16500,10360,1,10360,0,0,2024/05/27,2017/03/06,2024/05/25
00130,4971850913917,WVQ-M410DE-2A2JF,0000060,ｶｼｵ計算機,WVQ-M410DE-2A2JF,,,,,,,0140,特価Ｗ,0140,特価Ｗ,0003,時計,,,9866,33000,9866,1,9866,0,0,2022/09/20,2013/06/01,2022/09/19
00130,4903456137145,4MY645-006,0000013,ﾘｽﾞﾑ時計工業,4MY645-006,,,,,0000,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,掛時計,4165,0,4165,4,16660,0,0,2025/01/19,2025/01/19,
00130,4903456197613,4MYA25SR06,0000013,ﾘｽﾞﾑ時計工業,4MYA25SR06,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,3600,13200,3600,1,3600,0,0,2025/01/19,2024/11/05,2025/01/18
00130,4903456197606,4MYA26SR19,0000013,ﾘｽﾞﾑ時計工業,4MYA26SR19,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2587,5500,2500,2,5000,0,0,2024/12/04,2023/11/27,2025/03/09
00130,4903456206896,4MYA33SR06,0000013,ﾘｽﾞﾑ時計工業,4MYA33SR06,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,3000,11000,3000,3,9000,0,0,2016/06/21,2016/06/21,2016/06/25
00130,4903456209644,4MYA35-006,0000013,ﾘｽﾞﾑ時計工業,4MYA35-006,ﾀﾞｰｸﾌﾞﾗｳﾝ,23特価,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,3500,16500,4500,4,18000,0,0,2025/01/19,2017/08/29,2023/12/27
00130,4903456212736,4MYA37-003,0000013,ﾘｽﾞﾑ時計工業,4MYA37-003,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,掛時計,4500,15400,3825,3,11475,0,0,2025/01/19,2025/01/19,
00130,4903456214976,4RL437SR13,0000013,ﾘｽﾞﾑ時計工業,4RL437SR13,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2107,4730,1500,1,1500,0,0,2024/09/18,2024/09/18,2025/03/16
00130,4903456216864,4RL439SR04,0000013,ﾘｽﾞﾑ時計工業,4RL439SR04,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,1800,4400,1800,6,10800,0,0,2024/11/29,2023/07/14,2025/02/25
00130,4903456191475,8MY483RH03,0000013,ﾘｽﾞﾑ時計工業,8MY483RH03,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2450,5500,3000,4,12000,0,0,2024/08/19,2024/07/02,2025/01/05
00130,4903456206216,8MY494SR19,0000013,ﾘｽﾞﾑ時計工業,8MY494SR19,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2940,6111,3920,2,7840,0,0,2025/01/19,2016/05/31,2025/03/10
00130,4903456199198,8MY501SR07,0000013,ﾘｽﾞﾑ時計工業,8MY501SR07,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,3825,9350,3825,3,11475,0,0,2024/11/18,2016/01/20,2024/10/30
00130,4903456199211,8MY502SR,0000013,ﾘｽﾞﾑ時計工業,8MY502SR07,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,3430,7700,2800,6,16800,0,0,2025/01/19,2015/07/01,2024/12/02
00130,4903456206186,8MY506SR23,0000013,ﾘｽﾞﾑ時計工業,8MY506SR23,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,3600,8800,3600,2,7200,0,0,2025/02/03,2016/03/01,2024/12/29
00130,4903456213764,8MY535-006,0000013,ﾘｽﾞﾑ時計工業,8MY535-006,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,4500,11000,4500,1,4500,0,0,2022/03/24,2018/04/27,2024/08/29
00130,4903456214624,8MY544-003,0000013,ﾘｽﾞﾑ時計工業,8MY544-003,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,5880,13200,5880,2,11760,0,0,2025/02/26,2024/05/01,2025/02/15
00130,4903456215072,8MY553SR23,0000013,ﾘｽﾞﾑ時計工業,8MY553SR23,特価,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,3500,5980,3500,4,14000,0,0,2024/10/01,2023/08/21,2025/02/28
00130,4903456217212,8MY563SR06,0000013,ﾘｽﾞﾑ時計工業,8MY563SR06,茶,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,その他,掛時計,2600,6600,2940,5,14700,0,0,2025/01/19,2024/03/01,2024/03/31
00130,4903456217229,8MY563SR18,0000013,ﾘｽﾞﾑ時計工業,8MY563SR18,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,2940,6600,1950,4,7800,0,0,2025/01/07,2022/01/25,2024/12/05
00130,4903456217236,8MY564SR03,0000013,ﾘｽﾞﾑ時計工業,8MY564SR03,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,2730,4620,2700,3,8100,0,0,2024/03/01,2022/12/26,2024/02/26
00130,4903456217267,8MY566SR03,0000013,ﾘｽﾞﾑ時計工業,8MY566SR03,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2400,7700,3430,4,13720,0,0,2025/01/19,2024/03/26,2025/01/07
00130,4903456216888,8RA647SR02,0000013,ﾘｽﾞﾑ時計工業,8RA647SR02,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,1350,3300,1800,1,1800,0,0,2024/06/25,2020/09/16,2025/01/04
00130,4903456189502,8RD200-A03,0000013,ﾘｽﾞﾑ時計工業,8RD200-A03,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,1470,2980,1350,6,8100,0,0,2024/11/29,2023/11/27,2024/12/22
00130,4903456214969,8RDA78SR03,0000013,ﾘｽﾞﾑ時計工業,8RDA78SR03,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,1650,6050,1925,4,7700,0,0,2024/12/04,2024/11/05,2025/02/01
00130,4903456216840,8RE644SR19,0000013,ﾘｽﾞﾑ時計工業,8RE644SR19,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,2262,3828,2262,4,9048,0,0,2025/02/03,2020/08/05,2025/02/18
00130,4903456216857,8RE644SR23,0000013,ﾘｽﾞﾑ時計工業,8RE644SR23,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,2262,3828,2262,2,4524,0,0,2025/02/03,2020/08/05,2025/03/15
00130,4903456203550,8RE662SR07,0000013,ﾘｽﾞﾑ時計工業,8RE662SR07,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,目覚し時計,1287,0,2000,3,6000,0,0,2025/02/26,2025/02/26,
00130,4903456216901,8RE679SR13,0000013,ﾘｽﾞﾑ時計工業,8RE679SR13,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,1800,4400,1800,4,7200,0,0,2024/05/08,2020/09/16,2024/10/27
00130,4903456199334,8RZ166SR02,0000013,ﾘｽﾞﾑ時計工業,8RZ166SR02,ﾌﾞﾗｯｸ,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,962,1628,962,17,16354,0,0,2025/02/03,2015/11/20,2025/02/14
00130,4903456199341,8RZ166SR03,0000013,ﾘｽﾞﾑ時計工業,8RZ166SR03,ﾎﾜｲﾄ,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,962,1628,962,12,11544,0,0,2025/02/03,2015/11/20,2025/03/15
00130,4903456203468,8RZ177SR02,0000013,ﾘｽﾞﾑ時計工業,8RZ177SR02,ﾌﾞﾗｯｸ,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,1200,2200,1200,2,2400,0,0,2023/10/12,2015/12/30,2025/01/04
00130,4903456203475,8RZ177SR03,0000013,ﾘｽﾞﾑ時計工業,8RZ177SR03,ﾎﾜｲﾄ,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,1200,2200,2205,2,4410,0,0,2024/08/19,2015/12/30,2025/03/17
00130,4903456215140,8RZ216SR03,0000013,ﾘｽﾞﾑ時計工業,8RZ216SR03,ホワイト,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,1470,3300,1715,4,6860,0,0,2025/02/26,2023/09/20,2025/02/18
00130,4903456215553,8RZ220SR01,0000013,ﾘｽﾞﾑ時計工業,8RZ220SR01,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2940,6600,2200,3,6600,0,0,2025/02/26,2020/02/07,2021/04/24
00130,4517228037580,BZ360M,0000005,ｾｲｺｰｸﾛｯｸ,BZ360M,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,4000,11000,3500,1,3500,0,0,2021/12/03,2021/09/01,2021/10/23
00130,4971850929925,DQD-710J-8JF,0000060,ｶｼｵ計算機,DQD-710J-8JF,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2262,3980,2262,3,6786,0,0,2025/03/17,2011/09/09,2025/03/16
00130,4971850929932,DQD-720J-8JF,0000060,ｶｼｵ計算機,DQD-720J-8JF,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,3237,5980,3237,2,6474,0,0,2025/02/12,2013/08/03,2025/02/11
00130,4549526395215,DQD-851J-8JF,0000060,ｶｼｵ計算機,DQD-851J-8JF,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2587,4378,2587,3,7761,0,0,2025/03/03,2024/10/29,2025/02/27
00130,4517228043444,FD482W,0000005,ｾｲｺｰｸﾛｯｸ,FD482W,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2500,5500,3380,3,10140,0,0,2025/02/17,2024/04/01,2025/02/16
00130,4517228043567,FD483C,0000005,ｾｲｺｰｸﾛｯｸ,FD483C,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2750,5500,3120,3,9360,0,0,2024/12/12,2022/05/25,2025/03/01
00130,4517228044175,FD486S,0000005,ｾｲｺｰｸﾛｯｸ,FD486S,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,3500,7700,3900,3,11700,0,0,2025/02/17,2024/09/12,2025/03/17
00130,4517228039881,FW586B,0000005,ｾｲｺｰｸﾛｯｸ,FW586B,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,3440,8800,4050,1,4050,0,0,2023/05/16,2018/03/15,2024/09/04
00130,4983666185037,IAC-5665-BR,0000521,ｸﾚﾌｧｰ,IAC-5665-BR,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2700,0,2250,5,11250,0,0,,,2023/10/17
00130,4983666185150,IAC-5665-WT,0000521,ｸﾚﾌｧｰ,IAC-5665-WT,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2700,0,2700,1,2700,0,0,,,
00130,4971850983927,IDL-140J-7JF,0000060,ｶｼｵ計算機,IDL-140J-7JF,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,3237,5980,3237,3,9711,0,0,2025/02/25,2013/10/01,2025/02/24
00130,4971850071495,IQ-1060J-7JF,0000060,ｶｼｵ計算機,IQ-1060J-7JF,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,1937,3480,1937,2,3874,0,0,2025/02/13,2015/09/04,2025/02/12
00130,4971850977346,ITM-650J-5JF,0000060,ｶｼｵ計算機,ITM-650J-5JF,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,5187,8980,5187,2,10374,0,0,2025/02/17,2014/07/24,2025/02/14
00130,4971850977353,ITM-650J-8JF,0000060,ｶｼｵ計算機,ITM-650J-8JF,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,5187,8980,5187,2,10374,0,0,2025/01/06,2014/08/09,2025/01/05
00130,4517228031168,KR325W,0000005,ｾｲｺｰｸﾛｯｸ,KR325W,,,,,0000,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,,,2600,5500,2600,2,5200,0,0,2020/08/06,2020/01/23,2024/12/02
00130,4517228040436,KX242B,0000005,ｾｲｺｰｸﾛｯｸ,KX242B,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,4420,9350,3600,1,3600,0,0,2022/09/01,2020/06/30,2024/06/30
00130,4517228035135,KX388B,0000005,ｾｲｺｰｸﾛｯｸ,KX388B,,,,,,,0150,NBｸﾛｯｸ,0150,NBｸﾛｯｸ,0003,時計,オメガ,,3825,9350,3825,1,3825,0,0,2022/07/07,2018/12/12,2024/06/18
