店舗CD,PLUコード,商品名称,メーカーコード,メーカー名,品番,カラー,サイズ,ターゲットコード,ターゲット,アイテムコード,アイテム,部門コード,部門,中分類コード,中分類,大分類コード,大分類名,属性,規格,原価,売価,2025/3/19 PM5:05時点の最終原価単価,数量,2025/3/19 PM5:05時点の最終原価金額,受託数量,2025/3/19 PM5:05時点の最終原価金額,最終仕入日,初回仕入日,最終売上日
00130,4954628463371,STPX095,0000012,ｾｲｺｰｳｫｯﾁ,STPX095,L_2503定,,,,,,0120,メーカーＷ,0120,メーカーＷ,0003,時計,,,17400,33000,17400,1,17400,0,0,2024/12/06,2023/03/16,
00130,4954628433817,SWFH044,0000012,ｾｲｺｰｳｫｯﾁ,SWFH044,22特価,,,,,,0120,メーカーＷ,0120,メーカーＷ,0003,時計,,,15600,42900,15600,1,15600,0,0,2016/07/26,2015/09/09,
00130,4954628447517,SWFH089,0000012,ｾｲｺｰｳｫｯﾁ,SWFH089,L_2001,,,,,,0120,メーカーＷ,0120,メーカーＷ,0003,時計,,,23200,44000,22040,1,22040,0,0,2024/08/07,2020/01/27,2024/08/06
00130,4954628463296,SWFH125,0000012,ｾｲｺｰｳｫｯﾁ,SWFH125,L_2503定,,,,,,0120,メーカーＷ,0120,メーカーＷ,0003,時計,,,24360,46200,24360,1,24360,0,0,2024/11/05,2022/11/08,2024/11/01
00130,4954628463319,SWFH126,0000012,ｾｲｺｰｳｫｯﾁ,SWFH126,L_2503定,,,,,,0120,メーカーＷ,0120,メーカーＷ,0003,時計,,,26100,49500,24360,1,24360,0,0,2024/05/07,2022/11/08,2024/05/04
00130,4954628464460,SWFH131,0000012,ｾｲｺｰｳｫｯﾁ,SWFH131,L_2503定,,,,,,0120,メーカーＷ,0120,メーカーＷ,0003,時計,,,23200,44000,23200,1,23200,0,0,2025/03/05,2024/12/06,2025/02/03
00130,4954628464477,SWFH132,0000012,ｾｲｺｰｳｫｯﾁ,SWFH132,L_2503定,,,,,,0120,メーカーＷ,0120,メーカーＷ,0003,時計,,,24940,47300,24940,1,24940,0,0,2025/03/05,2025/03/03,2024/02/24
00130,4954628465894,SWFH137,0000012,ｾｲｺｰｳｫｯﾁ,SWFH137,L_2503縮,,,,,,0120,メーカーＷ,0120,メーカーＷ,0003,時計,,,24360,46200,24360,1,24360,0,0,2025/01/10,2023/11/08,2025/01/09
00130,4954628465900,SWFH139,0000012,ｾｲｺｰｳｫｯﾁ,SWFH139,L_2503縮,,,,,,0120,メーカーＷ,0120,メーカーＷ,0003,時計,,,24360,46200,24360,1,24360,0,0,2024/12/09,2024/12/09,
00130,4954628468819,SWFH143,0000012,ｾｲｺｰｳｫｯﾁ,SWFH143,L_2502,,,,,,0120,メーカーＷ,0120,メーカーＷ,0003,時計,,,26100,49500,26100,1,26100,0,0,,,
00130,4974375418837,VO10-6771F,0000003,ｼﾁｽﾞﾝ時計,VO10-6771F,Ecoｸﾛﾉ/SS/BK,,,,,,0120,メーカーＷ,0120,メーカーＷ,0003,時計,,,16240,30800,14500,1,14500,0,0,2025/01/17,2014/06/03,2025/01/12
00130,4983666184795,824-01-001,0000047,ｼﾞｭｴﾗｰｽﾞｼﾞｬﾊﾟﾝ時計※ｸﾚﾊﾟｽだめよ,824-01-001,,,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,ＳＶ非球面,2800,16500,2800,1,2800,0,0,,,2025/03/05
00130,4937996170690,ﾊﾞｯｸﾁｬｰﾑ01ｱﾘｽ,0000503,ｻﾝﾌﾚｲﾑ,ARB-01-AL,ｱﾘｽ,202112,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1970,4620,1970,1,1970,0,0,2021/12/22,2021/12/22,2024/03/03
00130,4937996170737,ﾊﾞｯｸﾁｬｰﾑ01ｺﾚｯｸ,0000503,ｻﾝﾌﾚｲﾑ,ARB-01-CK,ｺﾚｯｸ,202112,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1970,4620,1970,1,1970,0,0,2021/12/22,2021/12/22,2022/03/29
00130,4937996170744,ﾊﾞｯｸﾁｬｰﾑ01ﾏｽｶﾚｰﾄﾞ,0000503,ｻﾝﾌﾚｲﾑ,ARB-01-MR,ﾏｽｶﾚｰﾄﾞ,202112,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1970,4620,1992,1,1992,0,0,2021/12/22,2021/12/22,2024/01/21
00130,4937996170751,ﾊﾞｯｸﾁｬｰﾑ01ﾗﾌﾟｿﾃﾞｨ,0000503,ｻﾝﾌﾚｲﾑ,ARB-01-RP,ﾗﾌﾟｿﾃﾞｨ,202112,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1970,4620,1970,1,1970,0,0,2021/12/22,2021/12/22,2022/05/06
00130,4937996170768,ﾊﾞｯｸﾁｬｰﾑ01ｽﾞｰﾒｲﾄ,0000503,ｻﾝﾌﾚｲﾑ,ARB-01-ZM,ｽﾞｰﾒｲﾄ,202112,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1970,4620,1992,1,1992,0,0,2022/10/14,2021/12/22,2023/10/15
00130,4983666155481,NCT-01-BK,0000521,ｸﾚﾌｧｰ,NCT-01-BK,BLACK,201703-001,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,2,2660,0,0,2023/04/30,2017/03/10,2025/01/09
00130,4983666155566,NCT-01-BL,0000521,ｸﾚﾌｧｰ,NCT-01-BL,2955C,201703-009,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1530,1,1530,0,0,2019/09/25,2017/03/10,2023/09/18
00130,4983666168764,NCT-01-BL2,0000521,ｸﾚﾌｧｰ,NCT-01-BL2,306C,201906-054,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/06/12,2019/06/12,2022/06/18
00130,4983666168740,NCT-01-BL3,0000521,ｸﾚﾌｧｰ,NCT-01-BL3,2915C,201906-052,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,2,2830,0,0,2019/06/12,2019/06/12,2024/01/21
00130,4983666168771,NCT-01-BL4,0000521,ｸﾚﾌｧｰ,NCT-01-BL4,ProBlueC,201906-055,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,2,2830,0,0,2019/06/12,2019/06/12,2023/12/30
00130,4983666178596,NCT-01-BPR2,0000521,ｸﾚﾌｧｰ,NCT-01-BPR2,814C,202006-077,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2020/06/29,2020/06/29,2023/08/26
00130,4983666161260,NCT-01-BRW,0000521,ｸﾚﾌｧｰ,NCT-01-BRW,1405C,201711-015,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2017/11/24,2022/05/05
00130,4983666173621,NCT-01-BRW2,0000521,ｸﾚﾌｧｰ,NCT-01-BRW2,478C,201909-069,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/09/30,2019/09/30,2022/01/27
00130,4983666168702,NCT-01-CPK,0000521,ｸﾚﾌｧｰ,NCT-01-CPK,1785C,201906-048,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/06/12,2019/06/12,2022/09/26
00130,4983666173638,NCT-01-DBRW,0000521,ｸﾚﾌｧｰ,NCT-01-DBRW,476C,201909-070,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2019/09/30,2019/09/30,2023/03/22
00130,4983666161246,NCT-01-DGR,0000521,ｸﾚﾌｧｰ,NCT-01-DGR,3435C,201711-013,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/07/30,2017/11/24,2023/12/17
00130,4983666179807,NCT-01-DGR4,0000521,ｸﾚﾌｧｰ,NCT-01-DGR4,450C,202009-085,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2020/10/07,2020/10/07,2022/10/14
00130,4983666166173,NCT-01-DGY,0000521,ｸﾚﾌｧｰ,NCT-01-DGY,C GREY10C,201811-039,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,2,2830,0,0,2018/11/08,2018/11/08,2019/06/20
00130,4983666179784,NCT-01-DGY2,0000521,ｸﾚﾌｧｰ,NCT-01-DGY2,412C,202009-083,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2020/10/07,2024/11/12
00130,4983666166142,NCT-01-DNV,0000521,ｸﾚﾌｧｰ,NCT-01-DNV,2965C,201811-036,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/07/30,2018/11/08,2023/11/04
00130,4983666166128,NCT-01-DOR,0000521,ｸﾚﾌｧｰ,NCT-01-DOR,159C,201811-034,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2018/11/08,2018/11/08,2020/03/27
00130,4983666166159,NCT-01-DPR,0000521,ｸﾚﾌｧｰ,NCT-01-DPR,222C,201811-037,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2018/11/08,2021/08/17
00130,4983666173515,NCT-01-DPR2,0000521,ｸﾚﾌｧｰ,NCT-01-DPR2,5255C,201909-058,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/09/30,2019/09/30,2023/06/15
00130,4983666173522,NCT-01-DPR3,0000521,ｸﾚﾌｧｰ,NCT-01-DPR3,5275C,201909-059,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/09/30,2019/09/30,2021/07/18
00130,4983666179753,NCT-01-DPR4,0000521,ｸﾚﾌｧｰ,NCT-01-DPR4,5205C,202009-080,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2020/10/07,2020/10/07,2022/12/18
00130,4983666179845,NCT-01-DRD2,0000521,ｸﾚﾌｧｰ,NCT-01-DRD2,207C,202009-089,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1095,1,1095,0,0,2023/04/30,2020/10/07,2022/12/31
00130,4983666173560,NCT-01-DSPK,0000521,ｸﾚﾌｧｰ,NCT-01-DSPK,693C,201909-063,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2019/09/30,2019/09/30,2022/06/30
00130,4983666173553,NCT-01-DSPK2,0000521,ｸﾚﾌｧｰ,NCT-01-DSPK2,694C,201909-062,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/09/30,2019/09/30,2024/04/03
00130,4983666161253,NCT-01-DYW,0000521,ｸﾚﾌｧｰ,NCT-01-DYW,130C,201711-014,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/09/25,2017/11/24,2020/10/11
00130,4983666179838,NCT-01-DYW2,0000521,ｸﾚﾌｧｰ,NCT-01-DYW2,1245C,202009-088,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,2,2660,0,0,2020/10/07,2020/10/07,
00130,4983666166708,NCT-01-GRN2,0000521,ｸﾚﾌｧｰ,NCT-01-GRN2,5803C,201902-045,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2019/02/07,2019/08/28
00130,4983666184221,NCT-01-GRN8,0000521,ｸﾚﾌｧｰ,NCT-01-GRN8,566C,202103,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2021/03/11,2024/06/08
00130,4983666166715,NCT-01-LB3,0000521,ｸﾚﾌｧｰ,NCT-01-LB3,545C,201902-046,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/09/25,2019/02/07,2024/12/27
00130,4983666162083,NCT-01-LG2,0000521,ｸﾚﾌｧｰ,NCT-01-LG2,372C,201802-022,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/02/07,2018/03/05,2023/12/16
00130,4983666179791,NCT-01-LG4,0000521,ｸﾚﾌｧｰ,NCT-01-LG4,451C,202009-084,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2020/10/07,2023/05/18
00130,4983666184214,NCT-01-LG5,0000521,ｸﾚﾌｧｰ,NCT-01-LG5,587C,202103,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1095,1,1095,0,0,2023/04/30,2021/03/11,2021/07/11
00130,4983666178558,NCT-01-LOR2,0000521,ｸﾚﾌｧｰ,NCT-01-LOR2,810C,202006-073,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2020/06/29,2020/06/29,2024/07/28
00130,4983666184139,NCT-01-LOR3,0000521,ｸﾚﾌｧｰ,NCT-01-LOR3,135C,202103,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2021/03/11,2022/12/11
00130,4983666173577,NCT-01-LP4,0000521,ｸﾚﾌｧｰ,NCT-01-LP4,196C,201909-064,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2019/09/30,2021/05/24
00130,4983666184160,NCT-01-LP6,0000521,ｸﾚﾌｧｰ,NCT-01-LP6,705C,202103,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2021/03/11,
00130,4983666166685,NCT-01-LR2,0000521,ｸﾚﾌｧｰ,NCT-01-LR2,5175C,201902-043,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2019/02/07,2025/01/31
00130,4983666173539,NCT-01-LR3,0000521,ｸﾚﾌｧｰ,NCT-01-LR3,5285C,201909-060,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/09/30,2019/09/30,2023/07/02
00130,4983666179739,NCT-01-LR4,0000521,ｸﾚﾌｧｰ,NCT-01-LR4,5235C,202009-078,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2020/10/07,2023/12/24
00130,4983666179746,NCT-01-LR5,0000521,ｸﾚﾌｧｰ,NCT-01-LR5,5215C,202009-079,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2020/10/07,2021/09/25
00130,4983666184146,NCT-01-LY3,0000521,ｸﾚﾌｧｰ,NCT-01-LY3,609C,202103,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2023/04/30,2021/03/11,2024/12/07
00130,4983666178572,NCT-01-NBL2,0000521,ｸﾚﾌｧｰ,NCT-01-NBL2,3135C,202006-075,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2020/06/29,2020/06/29,2023/07/02
00130,4983666162175,NCT-01-NRD,0000521,ｸﾚﾌｧｰ,NCT-01-NRD,805C,201806-031,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1330,1,1330,0,0,2018/06/28,2018/06/28,2022/09/25
00130,4983666162151,NCT-01-NYW,0000521,ｸﾚﾌｧｰ,NCT-01-NYW,803C,201806-029,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2018/06/28,2018/06/28,2023/05/06
00130,4983666168696,NCT-01-PNK2,0000521,ｸﾚﾌｧｰ,NCT-01-PNK2,183C,201906-047,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/06/12,2019/06/12,2023/09/17
00130,4983666173546,NCT-01-PNK3,0000521,ｸﾚﾌｧｰ,NCT-01-PNK3,493C,201909-061,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2019/09/30,2019/09/30,2021/04/11
00130,4983666155504,NCT-01-RD,0000521,ｸﾚﾌｧｰ,NCT-01-RD,186C,201703-003,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1415,1,1415,0,0,2018/03/05,2017/03/10,2025/01/13
00130,4983666155559,NCT-01-WR,0000521,ｸﾚﾌｧｰ,NCT-01-WR,221C,201703-008,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1330,5390,1530,2,3060,0,0,2017/06/23,2017/03/10,2023/04/29
00130,4983666166791,NCT-02-BBL,0000521,ｸﾚﾌｧｰ,NCT-02-BBL,Blue072C,201902-014,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2019/07/30,2019/02/07,2025/03/16
00130,4983666166784,NCT-02-BGR,0000521,ｸﾚﾌｧｰ,NCT-02-BGR,GreenC,201902-013,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1515,1,1515,0,0,2020/02/13,2019/02/07,2023/08/31
00130,4983666178657,NCT-02-BL5,0000521,ｸﾚﾌｧｰ,NCT-02-BL5,660C,202006-038,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2020/06/29,2020/06/29,2023/12/17
00130,4983666178664,NCT-02-BPR2,0000521,ｸﾚﾌｧｰ,NCT-02-BPR2,814C,202006-039,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2023/04/30,2020/06/29,2024/04/20
00130,4983666173744,NCT-02-BRW2,0000521,ｸﾚﾌｧｰ,NCT-02-BRW2,478C,201909-032,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1515,2,3030,0,0,2019/09/30,2019/09/30,
00130,4983666168795,NCT-02-CPK,0000521,ｸﾚﾌｧｰ,NCT-02-CPK,1785C,201906-018,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1515,1,1515,0,0,2019/06/12,2019/06/12,2023/01/14
00130,4983666173720,NCT-02-DBRW,0000521,ｸﾚﾌｧｰ,NCT-02-DBRW,476C,201909-030,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2019/09/30,2019/09/30,2024/11/11
00130,4983666173690,NCT-02-DGR3,0000521,ｸﾚﾌｧｰ,NCT-02-DGR3,5477C,201909-027,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2020/02/13,2019/09/30,2024/12/17
00130,4983666179913,NCT-02-DGY2,0000521,ｸﾚﾌｧｰ,NCT-02-DGY2,412C,202009-045,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2023/04/30,2020/10/07,2024/04/03
00130,4983666179883,NCT-02-DPR4,0000521,ｸﾚﾌｧｰ,NCT-02-DPR4,5205C,202009-042,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2023/04/30,2020/10/07,2024/10/06
00130,4983666179944,NCT-02-DSLB,0000521,ｸﾚﾌｧｰ,NCT-02-DSLB,5425C,202009-048,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2023/04/30,2020/10/07,2024/10/24
00130,4983666179951,NCT-02-DSLB2,0000521,ｸﾚﾌｧｰ,NCT-02-DSLB2,5405C,202009-049,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2023/04/30,2020/10/07,2024/12/09
00130,4983666173645,NCT-02-DSPK2,0000521,ｸﾚﾌｧｰ,NCT-02-DSPK2,694C,201909-022,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2019/09/30,2019/09/30,2022/04/24
00130,4983666179968,NCT-02-DYW2,0000521,ｸﾚﾌｧｰ,NCT-02-DYW2,1245C,202009-050,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,2,2830,0,0,2020/10/07,2020/10/07,
00130,4983666173737,NCT-02-GRN5,0000521,ｸﾚﾌｧｰ,NCT-02-GRN5,5497C,201909-031,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1515,1,1515,0,0,2020/02/13,2019/09/30,2024/10/27
00130,4983666184320,NCT-02-GRN8,0000521,ｸﾚﾌｧｰ,NCT-02-GRN8,566C,202103,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1252,5720,1180,1,1180,0,0,2021/03/11,2021/03/11,2024/05/13
00130,4983666166746,NCT-02-LB,0000521,ｸﾚﾌｧｰ,NCT-02-LB,291C,201902-009,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2020/02/13,2019/02/07,2023/12/24
00130,4983666179920,NCT-02-LG4,0000521,ｸﾚﾌｧｰ,NCT-02-LG4,451C,202009-046,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2020/10/07,2020/10/07,2022/03/24
00130,4983666184313,NCT-02-LG5,0000521,ｸﾚﾌｧｰ,NCT-02-LG5,587C,202103,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1252,5720,1415,2,2830,0,0,2023/04/30,2021/03/11,2024/11/14
00130,4983666179890,NCT-02-LGY2,0000521,ｸﾚﾌｧｰ,NCT-02-LGY2,406C,202009-043,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2023/04/30,2020/10/07,2022/11/02
00130,4983666179906,NCT-02-LGY3,0000521,ｸﾚﾌｧｰ,NCT-02-LGY3,408C,202009-044,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2020/10/07,2020/10/07,2020/11/21
00130,4983666178626,NCT-02-LOR2,0000521,ｸﾚﾌｧｰ,NCT-02-LOR2,810C,202006-035,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2023/04/30,2020/06/29,2020/09/12
00130,4983666184238,NCT-02-LOR3,0000521,ｸﾚﾌｧｰ,NCT-02-LOR3,135C,202103,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2023/04/30,2021/03/11,2021/08/01
00130,4983666173652,NCT-02-LP4,0000521,ｸﾚﾌｧｰ,NCT-02-LP4,196C,201909-023,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2023/04/30,2019/09/30,2023/07/29
00130,4983666166753,NCT-02-LR,0000521,ｸﾚﾌｧｰ,NCT-02-LR,264C,201902-010,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2023/04/30,2019/02/07,2024/05/18
00130,4983666179869,NCT-02-LR4,0000521,ｸﾚﾌｧｰ,NCT-02-LR4,5235C,202009-040,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2020/10/07,2020/10/07,2024/12/04
00130,4983666179876,NCT-02-LR5,0000521,ｸﾚﾌｧｰ,NCT-02-LR5,5215C,202009-041,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2020/10/07,2020/10/07,2024/11/07
00130,4983666184245,NCT-02-LY3,0000521,ｸﾚﾌｧｰ,NCT-02-LY3,609C,202103,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2023/04/30,2021/03/11,2021/07/10
00130,4983666166814,NCT-02-PNK,0000521,ｸﾚﾌｧｰ,NCT-02-PNK,184C,201902-016,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1515,1,1515,0,0,2020/02/13,2019/02/07,2021/06/10
00130,4983666166722,NCT-02-RD,0000521,ｸﾚﾌｧｰ,NCT-02-RD,186C,201902-007,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,1415,5720,1415,1,1415,0,0,2019/07/30,2019/02/07,2024/04/04
00130,4937996195402,NCW-02-BR_ちゃいろ,0000047,ｼﾞｭｴﾗｰｽﾞｼﾞｬﾊﾟﾝ時計※ｸﾚﾊﾟｽだめよ,NCW-02-BR,ちゃいろ,201802-004,,,,,0125,PBLCｳｫｯﾁ,0125,PBLCｳｫｯﾁ,0003,時計,,,3930,9240,3930,2,7860,0,0,2019/10/03,2018/03/05,2022/04/20
